CapInScen,MidLLapse,WindAloft,LowLLapse,ScenRelAMCIN,CombMoisture,MeanRH,SynForcng,AMInstabMt,ScenRelAMIns,MorningCIN,SubjVertMo,QGVertMotion,OutflowFrMt,CombClouds,SatContMoist,AreaMoDryAir,AMInsWliScen,IRCloudCover,CldShadeConv,LIfr12ZDENSd,ScnRelPlFcst,CurPropConv,N0_7muVerMo,TempDis,Scenario,MvmtFeatures,InsChange,LLIW,Boundaries,LoLevMoistAd,AreaMeso_ALS,WndHodograph,LatestCIN,MountainFcst,Date,RHRatio,VISCloudCov,ScenRel3_4,N34StarFcst,CapChange,WindFieldMt,InsInMt,InsSclInScen,CompPlFcst,CldShadeOth,RaoContMoist,MorningBound,R5Fcst,Dewpoints,CombVerMo,AMDewptCalPl,SfcWndShfDis,AMCINInScen,WindFieldPln,PlainsFcst
MoreThanAve,ModerateOrLe,NWQuad,Stable,CThruK,Dry,Average,SigPositive,Weak,H,PartInhibit,StronUp,Down,Strong,PC,Neutral,Dry,MoreUnstable,PC,Some,N5GtLIGt_8,H,None,Down,QStationary,H,MarkedUpper,LittleChange,Unfavorable,Weak,Negative,Down,StrongWest,PartInhibit,XNIL,Jul16_Aug10,DryMMoistL,PC,HI,XNIL,Increasing,LVorOther,Weak,MoreUnstable,IncCapDecIns,Clear,Dry,None,XNIL,LowMtsHighPl,Down,Stability,E_W_S,Average,E_NE,XNIL
LessThanAve,CloseToDryAd,AllElse,CloseToDryAd,CThruK,Wet,Dry,PosToNeg,None,G,PartInhibit,StronUp,Neutral,None,Clear,Neutral,Wet,MoreUnstable,Clear,None,N5GtLIGt_8,G,Moderate,Down,None,G,MarkedUpper,Decreasing,Strong,None,Negative,Neutral,StrongWest,PartInhibit,XNIL,May15_Jun14,Other,Clear,GJ,SIG,Decreasing,LVorOther,Weak,MoreUnstable,DecCapIncIns,Clear,Dry,None,SIG,LowAtStation,Neutral,Instability,Other,LessThanAve,LV,SIG
MoreThanAve,ModerateOrLe,SWQuad,Steep,CThruK,VeryWet,Average,SigNegative,None,CDEJ,PartInhibit,Down,Down,None,PC,Wet,VeryWet,Average,Clear,None,N5GtLIGt_8,E,Slight,Neutral,None,E,NoMajor,Increasing,Moderate,Weak,WeakPos,Down,Westerly,PartInhibit,XNIL,Aug20_Sep15,MoistMDryL,PC,ACEFK,SIG,Increasing,Westerly,None,Average,IncCapDecIns,Clear,VeryWet,Weak,SIG,LowEvrywhere,Down,Stability,DryLine,Average,LV,SIG
MoreThanAve,Steep,SWQuad,ModerateOrLe,AB,Neutral,Average,PosToNeg,Weak,ABI,Stifling,Down,WeakUp,None,Cloudy,Neutral,Dry,LessUnstable,PC,Marked,N5GtLIGt_8,A,Moderate,Down,Other,A,OtherRapid,Increasing,Moderate,None,WeakPos,Down,DCVZFavor,PartInhibit,SIG,Jul2_Jul15,Other,Cloudy,ACEFK,XNIL,Increasing,Westerly,Weak,LessUnstable,IncCapDecIns,PC,Wet,None,SIG,Other,Down,Stability,DenvCyclone,MoreThanAve,DenvCyclone,XNIL
Average,ModerateOrLe,AllElse,Steep,CThruK,Wet,Dry,SigPositive,Weak,K,PartInhibit,Neutral,Neutral,None,PC,Wet,Wet,LessUnstable,Clear,None,N1GtLIGt_4,K,Strong,WeakUp,QStationary,K,MarkedUpper,Increasing,Strong,None,WeakPos,WeakUp,StrongWest,PartInhibit,SIG,May15_Jun14,DryMMoistL,PC,ACEFK,XNIL,Decreasing,Westerly,Weak,MoreUnstable,DecCapIncIns,Clear,Neutral,Weak,SIG,LowSHighN,WeakUp,Instability,DryLine,Average,LongAnticyc,XNIL
LessThanAve,Steep,LV,CloseToDryAd,CThruK,Neutral,Average,LittleChange,Strong,CDEJ,None,WeakUp,Down,Strong,Clear,Neutral,Neutral,LessUnstable,Clear,Marked,N1GtLIGt_4,J,Slight,Down,Other,J,NoMajor,LittleChange,Moderate,Weak,Negative,Neutral,DCVZFavor,None,SIG,Aug20_Sep15,DryMMoistL,Clear,GJ,XNIL,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,Clear,Wet,Weak,SIG,LowAtStation,Neutral,Stability,DryLine,LessThanAve,LV,XNIL
LessThanAve,CloseToDryAd,AllElse,ModerateOrLe,CThruK,Wet,Dry,PosToNeg,None,K,PartInhibit,Down,Neutral,None,Cloudy,VeryWet,Wet,Average,Cloudy,None,N5GtLIGt_8,K,Moderate,Down,Other,K,MarkedUpper,Decreasing,Weak,Strong,Neutral,Down,Other,None,XNIL,Aug20_Sep15,MoistMDryL,PC,ACEFK,XNIL,Decreasing,Westerly,None,LessUnstable,DecCapIncIns,Cloudy,Neutral,Weak,XNIL,LowNHighS,Down,Neutral,DryLine,LessThanAve,WidespdDnsl,XNIL
LessThanAve,ModerateOrLe,SWQuad,Steep,CThruK,Wet,Average,LittleChange,None,CDEJ,PartInhibit,WeakUp,Neutral,None,Clear,VeryWet,Wet,MoreUnstable,PC,None,N1GtLIGt_4,E,Slight,WeakUp,None,E,NoMajor,Decreasing,Moderate,None,Negative,WeakUp,Other,None,XNIL,Jul16_Aug10,MoistMDryL,Clear,ACEFK,XNIL,LittleChange,LVorOther,Weak,LessUnstable,LittleChange,Clear,Neutral,None,XNIL,Other,WeakUp,Instability,Other,LessThanAve,LV,XNIL
MoreThanAve,ModerateOrLe,AllElse,Stable,AB,Wet,Dry,LittleChange,Strong,ABI,PartInhibit,StronUp,Neutral,Strong,Clear,Dry,Wet,Average,PC,Some,N5GtLIGt_8,B,Slight,StrongUp,Other,B,NoMajor,Decreasing,Weak,Strong,WeakPos,WeakUp,Westerly,Stifling,SIG,May15_Jun14,Other,Clear,B,XNIL,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,PC,Neutral,Weak,SIG,HighEvrywher,WeakUp,Stability,DenvCyclone,LessThanAve,DenvCyclone,XNIL
LessThanAve,Steep,NWQuad,Stable,CThruK,Neutral,Average,NegToPos,Strong,H,None,WeakUp,WeakUp,Strong,Clear,Neutral,Neutral,Average,PC,Marked,N1GtLIGt_4,H,Moderate,WeakUp,None,H,NoMajor,Decreasing,Strong,Strong,Negative,WeakUp,StrongWest,None,SVR,May15_Jun14,Other,Clear,HI,XNIL,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,Clear,Neutral,Strong,SVR,LowMtsHighPl,WeakUp,Stability,MovingFtorOt,LessThanAve,E_NE,XNIL
MoreThanAve,ModerateOrLe,LV,ModerateOrLe,CThruK,Dry,Dry,SigNegative,None,CDEJ,PartInhibit,Neutral,Neutral,None,Cloudy,Neutral,Dry,Average,PC,None,N5GtLIGt_8,C,Moderate,Neutral,Other,C,OtherRapid,LittleChange,Moderate,Weak,Neutral,Neutral,Westerly,Stifling,XNIL,May15_Jun14,Other,PC,ACEFK,XNIL,Increasing,Westerly,None,Average,IncCapDecIns,PC,Dry,None,XNIL,Other,Neutral,Neutral,E_W_N,Average,LongAnticyc,XNIL
MoreThanAve,Steep,SWQuad,Steep,CThruK,Dry,Dry,LittleChange,None,CDEJ,TotalInhibit,StronUp,Neutral,Weak,PC,Dry,Dry,LessUnstable,Clear,Marked,LIGt0,E,Strong,WeakUp,None,E,OtherRapid,Decreasing,Moderate,Strong,Neutral,Neutral,Westerly,None,SVR,May15_Jun14,MoistMDryL,PC,ACEFK,XNIL,LittleChange,Westerly,Weak,LessUnstable,LittleChange,PC,Neutral,Strong,SVR,HighEvrywher,Neutral,Neutral,None,MoreThanAve,LV,XNIL
LessThanAve,Steep,NWQuad,Stable,AB,Dry,VeryMoist,LittleChange,Strong,ABI,Stifling,Neutral,Neutral,Strong,Clear,Wet,Neutral,Average,PC,Some,N1GtLIGt_4,B,Slight,Neutral,Other,B,NoMajor,Increasing,Weak,Weak,StrongPos,Neutral,StrongWest,PartInhibit,SIG,May15_Jun14,DryMMoistL,Clear,B,XNIL,Decreasing,LVorOther,Strong,Average,DecCapIncIns,Clear,Neutral,None,SIG,LowMtsHighPl,Neutral,Neutral,DenvCyclone,MoreThanAve,DenvCyclone,XNIL
Average,Steep,LV,Steep,CThruK,Neutral,Average,LittleChange,Weak,ABI,PartInhibit,Down,Down,Weak,PC,Neutral,Dry,Average,Cloudy,None,N1GtLIGt_4,I,Moderate,WeakUp,QStationary,I,NoMajor,Increasing,Moderate,Weak,StrongPos,Down,StrongWest,None,XNIL,May15_Jun14,DryMMoistL,Clear,HI,SIG,Increasing,LVorOther,Weak,MoreUnstable,IncCapDecIns,PC,Neutral,Strong,SIG,LowSHighN,Down,Neutral,E_W_S,LessThanAve,LongAnticyc,SIG
MoreThanAve,Steep,NWQuad,CloseToDryAd,CThruK,Neutral,VeryMoist,NegToPos,Strong,CDEJ,PartInhibit,WeakUp,WeakUp,Strong,PC,Dry,Wet,MoreUnstable,PC,Some,N1GtLIGt_4,D,Slight,Neutral,Other,D,MarkedUpper,Increasing,Strong,Weak,StrongPos,Neutral,Westerly,PartInhibit,SIG,Jul2_Jul15,Other,PC,D,XNIL,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Cloudy,Dry,None,SIG,LowSHighN,Neutral,Instability,DryLine,Average,SEQuad,XNIL
Average,Steep,NWQuad,Steep,CThruK,VeryWet,Average,SigNegative,Strong,CDEJ,PartInhibit,Neutral,Down,Strong,PC,VeryWet,Wet,Average,Clear,Marked,N5GtLIGt_8,C,Strong,WeakUp,Other,C,NoMajor,Increasing,Moderate,Strong,StrongPos,Neutral,StrongWest,None,SIG,Jul16_Aug10,DryMMoistL,PC,ACEFK,XNIL,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,PC,Neutral,Strong,SIG,LowEvrywhere,Neutral,Stability,E_W_N,Average,LongAnticyc,SIG
MoreThanAve,Steep,NWQuad,CloseToDryAd,CThruK,VeryWet,Dry,PosToNeg,None,G,TotalInhibit,Down,StrongUp,None,PC,Wet,VeryWet,LessUnstable,PC,Some,N1GtLIGt_4,G,None,Down,None,G,MarkedUpper,Increasing,Weak,Weak,StrongPos,Neutral,DCVZFavor,Stifling,XNIL,Aug20_Sep15,MoistMDryL,PC,GJ,XNIL,LittleChange,LVorOther,Weak,MoreUnstable,LittleChange,PC,Dry,Weak,XNIL,LowEvrywhere,Neutral,Neutral,Other,MoreThanAve,LongAnticyc,XNIL
MoreThanAve,Steep,NWQuad,Steep,AB,Dry,VeryMoist,NegToPos,Weak,ABI,Stifling,Neutral,WeakUp,Weak,Cloudy,Dry,Neutral,LessUnstable,PC,Some,N1GtLIGt_4,B,Moderate,StrongUp,Other,B,OtherRapid,Decreasing,Moderate,Weak,Negative,WeakUp,DCVZFavor,None,XNIL,May15_Jun14,Other,Cloudy,B,SIG,LittleChange,LVorOther,Weak,LessUnstable,LittleChange,Cloudy,Wet,Weak,SIG,HighEvrywher,WeakUp,Stability,DenvCyclone,MoreThanAve,DenvCyclone,SIG
Average,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Wet,Dry,LittleChange,Weak,G,PartInhibit,StronUp,Neutral,Strong,Clear,VeryWet,Wet,LessUnstable,Clear,Marked,LIGt0,G,Moderate,WeakUp,None,G,NoMajor,Increasing,Moderate,Strong,WeakPos,Neutral,Westerly,None,SIG,Jun15_Jul1,MoistMDryL,Clear,GJ,SIG,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,PC,Dry,Weak,SIG,LowAtStation,Neutral,Stability,E_W_S,Average,WidespdDnsl,SIG
MoreThanAve,Steep,SWQuad,ModerateOrLe,AB,Wet,Average,PosToNeg,None,ABI,Stifling,Neutral,Neutral,None,PC,Wet,Neutral,LessUnstable,PC,None,N1GtLIGt_4,A,Moderate,WeakUp,None,A,StrongFront,Increasing,Moderate,Weak,StrongPos,Neutral,DCVZFavor,PartInhibit,XNIL,Jun15_Jul1,DryMMoistL,PC,ACEFK,SIG,LittleChange,Westerly,None,LessUnstable,LittleChange,PC,Wet,Weak,SIG,HighEvrywher,Neutral,Stability,DenvCyclone,MoreThanAve,DenvCyclone,SIG
Average,ModerateOrLe,AllElse,Steep,CThruK,Neutral,VeryMoist,SigPositive,Strong,K,PartInhibit,Neutral,WeakUp,Strong,PC,Wet,Neutral,LessUnstable,PC,None,N1GtLIGt_4,K,Moderate,Down,Moving,K,NoMajor,Decreasing,Strong,Weak,Negative,Neutral,Westerly,Stifling,SIG,May15_Jun14,Other,PC,ACEFK,SIG,LittleChange,Westerly,Strong,LessUnstable,LittleChange,PC,Dry,None,SIG,LowSHighN,Neutral,Neutral,Other,Average,WidespdDnsl,SIG
Average,CloseToDryAd,AllElse,Steep,AB,Wet,Average,LittleChange,Weak,ABI,PartInhibit,StronUp,Neutral,Weak,Cloudy,Wet,Wet,LessUnstable,Clear,None,N5GtLIGt_8,B,Strong,Down,Other,B,NoMajor,Increasing,Strong,Weak,StrongPos,Neutral,DCVZFavor,PartInhibit,SIG,Jun15_Jul1,Other,Cloudy,B,XNIL,LittleChange,LVorOther,Weak,LessUnstable,LittleChange,Cloudy,Wet,None,SIG,LowMtsHighPl,Neutral,Stability,DenvCyclone,Average,DenvCyclone,XNIL
MoreThanAve,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Neutral,Average,PosToNeg,Weak,CDEJ,TotalInhibit,Neutral,Down,None,Clear,Dry,Neutral,Average,Clear,None,N5GtLIGt_8,C,Slight,StrongUp,QStationary,C,StrongFront,LittleChange,Strong,Weak,WeakPos,Neutral,Other,TotalInhibit,SIG,Aug20_Sep15,Other,PC,ACEFK,XNIL,LittleChange,LVorOther,Strong,Average,LittleChange,Clear,Dry,Weak,SIG,LowEvrywhere,Neutral,Stability,E_W_N,MoreThanAve,LongAnticyc,XNIL
MoreThanAve,Steep,NWQuad,CloseToDryAd,CThruK,Neutral,Dry,LittleChange,Weak,CDEJ,Stifling,Neutral,Neutral,Strong,Clear,Neutral,Neutral,Average,Clear,Marked,LIGt0,D,Moderate,WeakUp,Moving,D,OtherRapid,LittleChange,Moderate,Weak,Negative,Neutral,StrongWest,None,SIG,May15_Jun14,Other,PC,D,SVR,Increasing,Westerly,Strong,Average,IncCapDecIns,Clear,Wet,None,SVR,HighEvrywher,Neutral,Instability,None,MoreThanAve,LongAnticyc,SVR
MoreThanAve,Steep,AllElse,Stable,AB,VeryWet,Average,LittleChange,Strong,ABI,TotalInhibit,Down,StrongUp,Weak,Clear,VeryWet,VeryWet,LessUnstable,PC,Some,N1GtLIGt_4,B,Moderate,Neutral,None,B,NoMajor,Increasing,Moderate,None,StrongPos,WeakUp,Other,None,SIG,Jul16_Aug10,DryMMoistL,Clear,B,SVR,Increasing,LVorOther,Strong,Average,IncCapDecIns,PC,Wet,Weak,SVR,LowMtsHighPl,WeakUp,Stability,DenvCyclone,MoreThanAve,SEQuad,SVR
MoreThanAve,Steep,AllElse,ModerateOrLe,CThruK,Neutral,Dry,SigPositive,None,K,Stifling,StronUp,Neutral,Strong,Clear,VeryWet,Wet,MoreUnstable,PC,Marked,LILt_8,K,Moderate,StrongUp,Moving,K,MarkedUpper,LittleChange,Weak,Strong,Neutral,StrongUp,StrongWest,None,SIG,Jun15_Jul1,DryMMoistL,Clear,ACEFK,XNIL,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,Clear,Neutral,Weak,SIG,LowSHighN,StrongUp,Stability,DryLine,MoreThanAve,WidespdDnsl,XNIL
MoreThanAve,Steep,AllElse,Stable,AB,Wet,VeryMoist,PosToNeg,Strong,ABI,Stifling,StronUp,Neutral,Strong,PC,Wet,Wet,MoreUnstable,Clear,Some,N5GtLIGt_8,B,Moderate,StrongUp,Other,B,NoMajor,Decreasing,Weak,Strong,Negative,Neutral,Westerly,None,SIG,Jun15_Jul1,Other,PC,B,SIG,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,PC,Neutral,None,SIG,HighEvrywher,Neutral,Instability,DenvCyclone,MoreThanAve,DenvCyclone,SIG
MoreThanAve,Steep,SWQuad,CloseToDryAd,CThruK,Dry,Dry,LittleChange,Weak,G,TotalInhibit,Neutral,WeakUp,Weak,PC,Neutral,Dry,MoreUnstable,Clear,Some,N1GtLIGt_4,G,Moderate,StrongUp,None,G,OtherRapid,Decreasing,Weak,Weak,Negative,WeakUp,DCVZFavor,None,XNIL,Jul2_Jul15,MoistMDryL,PC,GJ,XNIL,Increasing,Westerly,Weak,Average,IncCapDecIns,PC,Dry,Weak,XNIL,LowEvrywhere,WeakUp,Neutral,DryLine,MoreThanAve,LV,XNIL
LessThanAve,CloseToDryAd,SWQuad,ModerateOrLe,CThruK,Neutral,Average,SigPositive,None,ABI,PartInhibit,WeakUp,Neutral,None,PC,Wet,Wet,LessUnstable,PC,None,N1GtLIGt_4,I,Slight,WeakUp,Moving,I,NoMajor,Increasing,Weak,None,Negative,WeakUp,Westerly,None,XNIL,Aug20_Sep15,DryMMoistL,Clear,HI,SIG,Increasing,Westerly,None,MoreUnstable,IncCapDecIns,Cloudy,Wet,None,SIG,LowSHighN,WeakUp,Neutral,DenvCyclone,LessThanAve,E_NE,SIG
LessThanAve,Steep,LV,Steep,CThruK,Wet,Dry,LittleChange,Strong,CDEJ,None,Neutral,Neutral,Weak,Cloudy,Neutral,Neutral,LessUnstable,PC,Marked,N1GtLIGt_4,J,None,Neutral,None,J,NoMajor,Decreasing,Unfavorable,Strong,Neutral,Neutral,Westerly,Stifling,SIG,May15_Jun14,Other,PC,GJ,SIG,Decreasing,LVorOther,Strong,LessUnstable,DecCapIncIns,PC,Neutral,None,SIG,LowAtStation,Neutral,Instability,None,LessThanAve,LV,SIG
MoreThanAve,Steep,AllElse,Steep,CThruK,VeryWet,Average,SigNegative,None,CDEJ,PartInhibit,Neutral,Neutral,None,Cloudy,VeryWet,VeryWet,MoreUnstable,PC,None,N1GtLIGt_4,E,Strong,WeakUp,None,E,NoMajor,Increasing,Moderate,None,Neutral,WeakUp,StrongWest,PartInhibit,XNIL,Aug11_Aug20,MoistMDryL,PC,ACEFK,SIG,Increasing,Westerly,None,MoreUnstable,IncCapDecIns,Cloudy,Wet,None,SIG,LowAtStation,WeakUp,Instability,None,Average,DenvCyclone,SIG
Average,Steep,LV,ModerateOrLe,CThruK,Wet,Average,SigPositive,Weak,H,None,Down,Neutral,Strong,Cloudy,VeryWet,Neutral,MoreUnstable,Cloudy,Marked,N5GtLIGt_8,H,Strong,Down,None,H,MarkedUpper,Increasing,Strong,Weak,Negative,Down,DCVZFavor,PartInhibit,XNIL,May15_Jun14,Other,PC,HI,SIG,Increasing,Westerly,Strong,MoreUnstable,IncCapDecIns,Cloudy,Neutral,None,SIG,HighEvrywher,Down,Neutral,MovingFtorOt,Average,E_NE,SIG
MoreThanAve,CloseToDryAd,NWQuad,CloseToDryAd,CThruK,Neutral,Dry,NegToPos,Strong,CDEJ,PartInhibit,WeakUp,Neutral,Weak,Clear,Neutral,Wet,LessUnstable,PC,Marked,LIGt0,C,Slight,Down,None,C,StrongFront,LittleChange,Weak,Weak,Neutral,WeakUp,StrongWest,None,XNIL,Aug20_Sep15,DryMMoistL,Clear,ACEFK,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Clear,Neutral,None,XNIL,LowEvrywhere,WeakUp,Stability,E_W_N,Average,LongAnticyc,XNIL
LessThanAve,ModerateOrLe,AllElse,Stable,CThruK,Wet,VeryMoist,PosToNeg,Weak,F,None,Neutral,Neutral,Weak,Clear,Dry,Wet,MoreUnstable,Clear,Some,N5GtLIGt_8,F,None,StrongUp,Other,F,NoMajor,LittleChange,Weak,Weak,Negative,Neutral,DCVZFavor,Stifling,SIG,Jul16_Aug10,Other,Clear,ACEFK,XNIL,LittleChange,Westerly,Weak,MoreUnstable,LittleChange,Clear,VeryWet,None,SIG,HighEvrywher,Neutral,Instability,None,LessThanAve,SEQuad,XNIL
MoreThanAve,Steep,AllElse,CloseToDryAd,CThruK,VeryWet,Average,NegToPos,Strong,CDEJ,Stifling,Neutral,Neutral,Weak,PC,VeryWet,VeryWet,LessUnstable,PC,Marked,N5GtLIGt_8,E,Slight,Down,None,E,OtherRapid,Decreasing,Strong,None,Negative,Neutral,DCVZFavor,PartInhibit,SVR,Jul16_Aug10,MoistMDryL,PC,ACEFK,XNIL,LittleChange,LVorOther,Strong,LessUnstable,LittleChange,PC,VeryWet,Weak,SVR,LowAtStation,Neutral,Stability,None,MoreThanAve,LV,XNIL
Average,CloseToDryAd,NWQuad,Steep,CThruK,VeryWet,VeryMoist,LittleChange,Weak,H,PartInhibit,Neutral,WeakUp,Strong,Cloudy,Dry,Wet,Average,PC,Some,N1GtLIGt_4,H,Moderate,StrongUp,Other,H,MarkedUpper,Increasing,Strong,Strong,WeakPos,WeakUp,StrongWest,Stifling,SIG,May15_Jun14,DryMMoistL,Cloudy,HI,XNIL,LittleChange,LVorOther,Strong,MoreUnstable,LittleChange,Cloudy,VeryWet,None,SIG,LowSHighN,WeakUp,Neutral,MovingFtorOt,Average,E_NE,XNIL
MoreThanAve,CloseToDryAd,NWQuad,Steep,CThruK,Wet,Dry,SigPositive,Strong,CDEJ,PartInhibit,Down,Down,None,PC,Dry,Wet,MoreUnstable,Clear,None,N5GtLIGt_8,C,Slight,WeakUp,None,C,MarkedUpper,Decreasing,Moderate,None,Negative,Down,Other,TotalInhibit,SIG,Aug20_Sep15,Other,PC,ACEFK,XNIL,Increasing,LVorOther,Strong,LessUnstable,IncCapDecIns,Clear,Dry,None,SIG,LowAtStation,Down,Neutral,E_W_S,MoreThanAve,WidespdDnsl,XNIL
Average,ModerateOrLe,LV,ModerateOrLe,CThruK,Wet,VeryMoist,PosToNeg,Weak,H,None,Neutral,Neutral,None,PC,Neutral,Wet,MoreUnstable,PC,Some,N5GtLIGt_8,H,Slight,StrongUp,None,H,MarkedUpper,Decreasing,Weak,None,Negative,WeakUp,Other,None,SVR,Jul16_Aug10,Other,PC,HI,XNIL,Increasing,LVorOther,Strong,Average,IncCapDecIns,Cloudy,Dry,None,SVR,HighEvrywher,WeakUp,Instability,None,Average,E_NE,XNIL
MoreThanAve,Steep,AllElse,CloseToDryAd,CThruK,Wet,Average,SigNegative,Weak,CDEJ,Stifling,WeakUp,StrongUp,Weak,PC,Wet,Wet,LessUnstable,PC,None,LILt_8,E,Moderate,StrongUp,Other,E,NoMajor,Decreasing,Weak,Weak,Negative,StrongUp,Westerly,None,XNIL,Aug20_Sep15,MoistMDryL,Clear,ACEFK,XNIL,LittleChange,Westerly,Weak,LessUnstable,LittleChange,Cloudy,Wet,Strong,XNIL,LowSHighN,StrongUp,Stability,DryLine,MoreThanAve,LV,XNIL
LessThanAve,CloseToDryAd,NWQuad,Steep,CThruK,Neutral,Dry,NegToPos,None,CDEJ,PartInhibit,Down,Neutral,None,Clear,Neutral,Neutral,LessUnstable,PC,None,N5GtLIGt_8,C,None,StrongUp,Other,C,NoMajor,LittleChange,Weak,Weak,WeakPos,Neutral,Other,PartInhibit,SIG,Jul16_Aug10,MoistMDryL,Clear,ACEFK,XNIL,Decreasing,LVorOther,Weak,LessUnstable,DecCapIncIns,Clear,Neutral,Strong,SIG,LowEvrywhere,Neutral,Stability,E_W_N,Average,LongAnticyc,XNIL
Average,Steep,SWQuad,Steep,CThruK,VeryWet,Dry,LittleChange,None,CDEJ,PartInhibit,Down,Neutral,None,Cloudy,VeryWet,Wet,Average,Clear,None,N1GtLIGt_4,C,Slight,WeakUp,QStationary,C,OtherRapid,Decreasing,Weak,Strong,Neutral,Down,DCVZFavor,None,XNIL,Aug20_Sep15,Other,Cloudy,ACEFK,XNIL,Decreasing,Westerly,None,Average,DecCapIncIns,Cloudy,Neutral,Strong,XNIL,LowEvrywhere,Down,Instability,E_W_N,Average,LongAnticyc,XNIL
MoreThanAve,CloseToDryAd,SWQuad,CloseToDryAd,CThruK,Wet,Dry,LittleChange,Strong,G,None,Neutral,Neutral,Weak,PC,Neutral,VeryWet,MoreUnstable,PC,Marked,N5GtLIGt_8,G,Strong,StrongUp,None,G,MarkedUpper,Decreasing,Strong,Weak,Negative,Neutral,Westerly,None,SIG,Jul16_Aug10,MoistMDryL,PC,GJ,SIG,Increasing,Westerly,Strong,Average,IncCapDecIns,PC,Dry,Strong,SIG,LowAtStation,Neutral,Instability,None,LessThanAve,WidespdDnsl,SIG
Average,CloseToDryAd,AllElse,Steep,AB,Neutral,VeryMoist,LittleChange,None,ABI,PartInhibit,StronUp,WeakUp,None,PC,Wet,Wet,Average,Clear,None,LILt_8,B,Slight,Down,Other,B,NoMajor,Decreasing,Weak,None,Neutral,WeakUp,Westerly,Stifling,XNIL,Jun15_Jul1,DryMMoistL,Clear,B,XNIL,Increasing,LVorOther,None,Average,IncCapDecIns,Cloudy,Neutral,None,XNIL,LowAtStation,WeakUp,Stability,DenvCyclone,Average,DenvCyclone,XNIL
MoreThanAve,ModerateOrLe,SWQuad,CloseToDryAd,CThruK,Neutral,Average,LittleChange,None,CDEJ,TotalInhibit,Down,WeakUp,None,PC,Dry,Neutral,Average,PC,None,N1GtLIGt_4,E,Slight,WeakUp,None,E,NoMajor,LittleChange,Moderate,Weak,WeakPos,Down,DCVZFavor,TotalInhibit,XNIL,May15_Jun14,MoistMDryL,Clear,ACEFK,XNIL,LittleChange,Westerly,None,Average,LittleChange,Clear,Dry,Weak,XNIL,LowMtsHighPl,Down,Neutral,DryLine,MoreThanAve,E_NE,XNIL
LessThanAve,ModerateOrLe,AllElse,Steep,AB,Dry,VeryMoist,SigPositive,None,ABI,PartInhibit,Neutral,StrongUp,Strong,Clear,Dry,Neutral,LessUnstable,PC,Some,N1GtLIGt_4,B,Strong,Neutral,QStationary,B,NoMajor,Increasing,Moderate,Weak,StrongPos,WeakUp,DCVZFavor,PartInhibit,XNIL,May15_Jun14,DryMMoistL,Clear,B,SVR,LittleChange,Westerly,Weak,MoreUnstable,LittleChange,Clear,Dry,None,SVR,LowMtsHighPl,WeakUp,Stability,MovingFtorOt,LessThanAve,SEQuad,SVR
LessThanAve,Steep,LV,ModerateOrLe,CThruK,Neutral,Average,LittleChange,None,CDEJ,PartInhibit,Down,Neutral,Weak,PC,Neutral,Neutral,MoreUnstable,Clear,None,N5GtLIGt_8,J,Strong,Neutral,QStationary,J,OtherRapid,Decreasing,Moderate,Strong,Negative,Neutral,Westerly,None,SIG,Aug11_Aug20,MoistMDryL,PC,GJ,XNIL,LittleChange,LVorOther,Weak,LessUnstable,LittleChange,PC,Dry,Strong,SIG,LowMtsHighPl,Neutral,Instability,DryLine,LessThanAve,LV,XNIL
Average,ModerateOrLe,SWQuad,CloseToDryAd,CThruK,Neutral,Dry,LittleChange,Strong,CDEJ,PartInhibit,WeakUp,Neutral,Strong,PC,Dry,Neutral,MoreUnstable,PC,Some,N1GtLIGt_4,E,Moderate,Down,Other,E,NoMajor,Increasing,Moderate,Strong,WeakPos,Down,Westerly,None,SIG,Jun15_Jul1,MoistMDryL,PC,ACEFK,SIG,LittleChange,Westerly,Strong,MoreUnstable,LittleChange,PC,Dry,Weak,SIG,Other,Down,Instability,DryLine,Average,LV,XNIL
LessThanAve,CloseToDryAd,AllElse,Steep,CThruK,Wet,Dry,LittleChange,Weak,CDEJ,PartInhibit,StronUp,Neutral,None,Cloudy,Wet,VeryWet,LessUnstable,PC,None,N1GtLIGt_4,C,None,StrongUp,Other,C,OtherRapid,Decreasing,Moderate,Weak,Negative,StrongUp,Other,TotalInhibit,SIG,May15_Jun14,MoistMDryL,PC,ACEFK,XNIL,Increasing,Westerly,Strong,LessUnstable,IncCapDecIns,Cloudy,Wet,Strong,SIG,LowEvrywhere,StrongUp,Stability,E_W_S,LessThanAve,LongAnticyc,XNIL
